Country,Year,Month,State/Ut Name,Type Of Supply,"E-Way Suppliers (UOM:Number), Scaling Factor:1","E-Way Bills (UOM:Number), Scaling Factor:1","Assessable Value (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2022","October, 2022",GUJARAT,OUTGOING TO OTHER STATES,137981,4154462,129416.4319
India,"Calendar Year (Jan - Dec), 2022","October, 2022",GUJARAT,WITHIN-STATE,157211,4335706,127051.70550000001
India,"Calendar Year (Jan - Dec), 2022","October, 2022",HARYANA,INCOMING FROM OTHER STATES,106884,2127674,81089.07519999999
India,"Calendar Year (Jan - Dec), 2022","October, 2022",HARYANA,OUTGOING TO OTHER STATES,66995,3825565,82665.62599999999
India,"Calendar Year (Jan - Dec), 2022","October, 2022",HARYANA,WITHIN-STATE,75667,3397096,61508.602199999994
India,"Calendar Year (Jan - Dec), 2022","October, 2022",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,24794,350656,11210.0078
India,"Calendar Year (Jan - Dec), 2022","October, 2022",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,5703,271174,12088.0721
India,"Calendar Year (Jan - Dec), 2022","October, 2022",HIMACHAL PRADESH,WITHIN-STATE,9148,307761,6456.8051000000005
India,"Calendar Year (Jan - Dec), 2022","October, 2022",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,20722,239621,6714.5234
India,"Calendar Year (Jan - Dec), 2022","October, 2022",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3646,41843,2650.6384000000003
India,"Calendar Year (Jan - Dec), 2022","October, 2022",JAMMU AND KASHMIR,WITHIN-STATE,6965,244516,4234.281
India,"Calendar Year (Jan - Dec), 2022","October, 2022",JHARKHAND,INCOMING FROM OTHER STATES,27194,408164,17143.796000000002
India,"Calendar Year (Jan - Dec), 2022","October, 2022",JHARKHAND,OUTGOING TO OTHER STATES,7659,217878,17149.8383
India,"Calendar Year (Jan - Dec), 2022","October, 2022",JHARKHAND,WITHIN-STATE,9886,563438,14935.005
India,"Calendar Year (Jan - Dec), 2022","October, 2022",KARNATAKA,INCOMING FROM OTHER STATES,116325,1948651,82046.4092
India,"Calendar Year (Jan - Dec), 2022","October, 2022",KARNATAKA,OUTGOING TO OTHER STATES,52929,2204148,66650.813
India,"Calendar Year (Jan - Dec), 2022","October, 2022",KARNATAKA,WITHIN-STATE,106716,5093341,85407.02699999999
India,"Calendar Year (Jan - Dec), 2022","October, 2022",KERALA,INCOMING FROM OTHER STATES,55416,663150,18627.818600000002
India,"Calendar Year (Jan - Dec), 2022","October, 2022",KERALA,OUTGOING TO OTHER STATES,16702,179508,8634.5098
India,"Calendar Year (Jan - Dec), 2022","October, 2022",KERALA,WITHIN-STATE,45397,1742991,24250.308399999998
India,"Calendar Year (Jan - Dec), 2022","October, 2022",LADAKH,INCOMING FROM OTHER STATES,1611,17400,479.6149
India,"Calendar Year (Jan - Dec), 2022","October, 2022",LADAKH,OUTGOING TO OTHER STATES,90,543,67.8741
India,"Calendar Year (Jan - Dec), 2022","October, 2022",LADAKH,WITHIN-STATE,95,1669,40.5181
India,"Calendar Year (Jan - Dec), 2022","October, 2022",LAKSHADWEEP,INCOMING FROM OTHER STATES,53,376,6.7544
India,"Calendar Year (Jan - Dec), 2022","October, 2022",LAKSHADWEEP,OUTGOING TO OTHER STATES,1,1,1.5978999999999999
India,"Calendar Year (Jan - Dec), 2022","October, 2022",LAKSHADWEEP,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MADHYA PRADESH,INCOMING FROM OTHER STATES,75336,944749,32806.296800000004
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MADHYA PRADESH,OUTGOING TO OTHER STATES,21772,475896,24399.5873
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MADHYA PRADESH,WITHIN-STATE,25316,911084,21205.6433
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MAHARASHTRA,INCOMING FROM OTHER STATES,208972,3105627,153073.9914
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MAHARASHTRA,OUTGOING TO OTHER STATES,114804,4161094,153828.071
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MAHARASHTRA,WITHIN-STATE,148791,7814944,179772.6184
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MANIPUR,INCOMING FROM OTHER STATES,2989,43977,901.8972
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MANIPUR,OUTGOING TO OTHER STATES,163,1098,45.24
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MANIPUR,WITHIN-STATE,144,4524,112.7375
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MEGHALAYA,INCOMING FROM OTHER STATES,3789,47361,1124.8851
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MEGHALAYA,OUTGOING TO OTHER STATES,479,28773,713.7896000000001
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MEGHALAYA,WITHIN-STATE,442,15731,354.296
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MIZORAM,INCOMING FROM OTHER STATES,2114,33033,541.0123
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MIZORAM,OUTGOING TO OTHER STATES,74,488,29.723000000000003
India,"Calendar Year (Jan - Dec), 2022","October, 2022",MIZORAM,WITHIN-STATE,64,1603,27.0896
India,"Calendar Year (Jan - Dec), 2022","October, 2022",NAGALAND,INCOMING FROM OTHER STATES,2683,35120,598.3894
India,"Calendar Year (Jan - Dec), 2022","October, 2022",NAGALAND,OUTGOING TO OTHER STATES,312,3975,176.8347
India,"Calendar Year (Jan - Dec), 2022","October, 2022",NAGALAND,WITHIN-STATE,160,1985,78.7898
India,"Calendar Year (Jan - Dec), 2022","October, 2022",ODISHA,INCOMING FROM OTHER STATES,32534,416920,21246.0915
India,"Calendar Year (Jan - Dec), 2022","October, 2022",ODISHA,OUTGOING TO OTHER STATES,6637,287274,30890.247000000003
India,"Calendar Year (Jan - Dec), 2022","October, 2022",ODISHA,WITHIN-STATE,16208,955702,22740.9019
India,"Calendar Year (Jan - Dec), 2022","October, 2022",Other Territory,INCOMING FROM OTHER STATES,332,9560,2459.0447
India,"Calendar Year (Jan - Dec), 2022","October, 2022",Other Territory,OUTGOING TO OTHER STATES,31,2644,898.2139999999999
India,"Calendar Year (Jan - Dec), 2022","October, 2022",Other Territory,WITHIN-STATE,6,106,46.3628
India,"Calendar Year (Jan - Dec), 2022","October, 2022",PUDUCHERRY,INCOMING FROM OTHER STATES,5802,117340,3394.8918
India,"Calendar Year (Jan - Dec), 2022","October, 2022",PUDUCHERRY,OUTGOING TO OTHER STATES,1985,112655,3669.6546999999996
India,"Calendar Year (Jan - Dec), 2022","October, 2022",PUDUCHERRY,WITHIN-STATE,1121,45007,1373.0519
India,"Calendar Year (Jan - Dec), 2022","October, 2022",PUNJAB,INCOMING FROM OTHER STATES,73091,1023055,33952.2872
India,"Calendar Year (Jan - Dec), 2022","October, 2022",PUNJAB,OUTGOING TO OTHER STATES,54679,1232990,33586.131499999996
India,"Calendar Year (Jan - Dec), 2022","October, 2022",PUNJAB,WITHIN-STATE,70517,1943833,46682.4983
India,"Calendar Year (Jan - Dec), 2022","October, 2022",RAJASTHAN,INCOMING FROM OTHER STATES,107477,1486758,50725.3813
India,"Calendar Year (Jan - Dec), 2022","October, 2022",RAJASTHAN,OUTGOING TO OTHER STATES,52161,1358402,42357.593499999995
India,"Calendar Year (Jan - Dec), 2022","October, 2022",RAJASTHAN,WITHIN-STATE,62382,1594869,43351.226500000004
India,"Calendar Year (Jan - Dec), 2022","October, 2022",SIKKIM,INCOMING FROM OTHER STATES,2789,51156,1068.2896
India,"Calendar Year (Jan - Dec), 2022","October, 2022",SIKKIM,OUTGOING TO OTHER STATES,183,6404,2286.4403
India,"Calendar Year (Jan - Dec), 2022","October, 2022",SIKKIM,WITHIN-STATE,154,7372,171.3254
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TAMIL NADU,INCOMING FROM OTHER STATES,118303,2130394,87230.5284
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TAMIL NADU,OUTGOING TO OTHER STATES,71731,2163308,86834.521
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TAMIL NADU,WITHIN-STATE,103958,5386381,103761.2744
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TELANGANA,INCOMING FROM OTHER STATES,63906,1176484,42666.1034
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TELANGANA,OUTGOING TO OTHER STATES,32217,756864,31427.842
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TELANGANA,WITHIN-STATE,44783,2371165,40802.314
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TRIPURA,INCOMING FROM OTHER STATES,4231,36451,898.8113000000001
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TRIPURA,OUTGOING TO OTHER STATES,448,2755,353.0948
India,"Calendar Year (Jan - Dec), 2022","October, 2022",TRIPURA,WITHIN-STATE,1537,34576,653.7318
India,"Calendar Year (Jan - Dec), 2022","October, 2022",UTTAR PRADESH,INCOMING FROM OTHER STATES,199676,2752369,87830.6302
India,"Calendar Year (Jan - Dec), 2022","October, 2022",UTTAR PRADESH,OUTGOING TO OTHER STATES,87834,1711615,67988.8772
India,"Calendar Year (Jan - Dec), 2022","October, 2022",UTTAR PRADESH,WITHIN-STATE,130117,3955112,83528.9373
India,"Calendar Year (Jan - Dec), 2022","October, 2022",UTTARAKHAND,INCOMING FROM OTHER STATES,29192,526477,16029.3698
India,"Calendar Year (Jan - Dec), 2022","October, 2022",UTTARAKHAND,OUTGOING TO OTHER STATES,9177,356617,18782.3704
India,"Calendar Year (Jan - Dec), 2022","October, 2022",UTTARAKHAND,WITHIN-STATE,13507,667202,11663.2218
India,"Calendar Year (Jan - Dec), 2022","October, 2022",WEST BENGAL,INCOMING FROM OTHER STATES,64105,1128216,44564.7034
India,"Calendar Year (Jan - Dec), 2022","October, 2022",WEST BENGAL,OUTGOING TO OTHER STATES,40549,818028,37263.5322
India,"Calendar Year (Jan - Dec), 2022","October, 2022",WEST BENGAL,WITHIN-STATE,44026,1876140,48628.5195
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1137,14098,288.0389
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,93,421,49.5717
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ANDAMAN AND NICOBAR,WITHIN-STATE,53,1760,28.3573
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ANDHRA PRADESH,INCOMING FROM OTHER STATES,74684,1043448,41943.1821
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ANDHRA PRADESH,OUTGOING TO OTHER STATES,22268,507581,42908.122
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ANDHRA PRADESH,WITHIN-STATE,35260,1994584,35566.8497
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,3450,39453,813.9892
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,270,2156,119.9206
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ARUNACHAL PRADESH,WITHIN-STATE,233,3819,90.3814
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ASSAM,INCOMING FROM OTHER STATES,28889,422779,13107.8672
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ASSAM,OUTGOING TO OTHER STATES,10940,231872,8520.0848
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ASSAM,WITHIN-STATE,13823,571448,10859.514799999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",BIHAR,INCOMING FROM OTHER STATES,62986,871227,20367.4856
India,"Calendar Year (Jan - Dec), 2022","September, 2022",BIHAR,OUTGOING TO OTHER STATES,8473,98441,3751.9188
India,"Calendar Year (Jan - Dec), 2022","September, 2022",BIHAR,WITHIN-STATE,9397,619622,11755.1533
India,"Calendar Year (Jan - Dec), 2022","September, 2022",CHANDIGARH,INCOMING FROM OTHER STATES,9081,153321,3192.5912
India,"Calendar Year (Jan - Dec), 2022","September, 2022",CHANDIGARH,OUTGOING TO OTHER STATES,5272,93179,1964.0218
India,"Calendar Year (Jan - Dec), 2022","September, 2022",CHANDIGARH,WITHIN-STATE,2394,28970,509.14050000000003
India,"Calendar Year (Jan - Dec), 2022","September, 2022",CHHATTISGARH,INCOMING FROM OTHER STATES,26455,450145,19043.618300000002
India,"Calendar Year (Jan - Dec), 2022","September, 2022",CHHATTISGARH,OUTGOING TO OTHER STATES,8546,183275,15966.592700000001
India,"Calendar Year (Jan - Dec), 2022","September, 2022",CHHATTISGARH,WITHIN-STATE,6085,292539,9645.6989
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,5554,195870,15436.1127
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,3878,467683,19093.0318
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DADRA AND NAGAR HAVELI,WITHIN-STATE,2973,128761,5449.6391
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DAMAN AND DIU,INCOMING FROM OTHER STATES,15,47,2.6936
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DAMAN AND DIU,OUTGOING TO OTHER STATES,3,10,0.0786
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DELHI,INCOMING FROM OTHER STATES,136855,2267822,62916.1296
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DELHI,OUTGOING TO OTHER STATES,133116,2003195,52450.0896
India,"Calendar Year (Jan - Dec), 2022","September, 2022",DELHI,WITHIN-STATE,74450,1199034,39181.548500000004
India,"Calendar Year (Jan - Dec), 2022","September, 2022",GOA,INCOMING FROM OTHER STATES,7922,123952,4845.4818
India,"Calendar Year (Jan - Dec), 2022","September, 2022",GOA,OUTGOING TO OTHER STATES,1763,71112,5402.7573
India,"Calendar Year (Jan - Dec), 2022","September, 2022",GOA,WITHIN-STATE,1900,100112,2251.3426
India,"Calendar Year (Jan - Dec), 2022","September, 2022",GUJARAT,INCOMING FROM OTHER STATES,149751,2205027,107635.74470000001
India,"Calendar Year (Jan - Dec), 2022","September, 2022",GUJARAT,OUTGOING TO OTHER STATES,142381,4906020,141561.5617
India,"Calendar Year (Jan - Dec), 2022","September, 2022",GUJARAT,WITHIN-STATE,161496,4862390,137517.4938
India,"Calendar Year (Jan - Dec), 2022","September, 2022",HARYANA,INCOMING FROM OTHER STATES,109113,2342356,92714.0934
India,"Calendar Year (Jan - Dec), 2022","September, 2022",HARYANA,OUTGOING TO OTHER STATES,67624,4323122,91414.4232
India,"Calendar Year (Jan - Dec), 2022","September, 2022",HARYANA,WITHIN-STATE,75696,3634895,68600.31349999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,24690,382815,12215.646499999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,5803,307197,13695.3086
India,"Calendar Year (Jan - Dec), 2022","September, 2022",HIMACHAL PRADESH,WITHIN-STATE,9134,322845,6831.295999999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,20797,249769,7539.5361
India,"Calendar Year (Jan - Dec), 2022","September, 2022",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3731,45614,3109.8312
India,"Calendar Year (Jan - Dec), 2022","September, 2022",JAMMU AND KASHMIR,WITHIN-STATE,6818,246842,4256.128
India,"Calendar Year (Jan - Dec), 2022","September, 2022",JHARKHAND,INCOMING FROM OTHER STATES,29052,472125,18053.5759
India,"Calendar Year (Jan - Dec), 2022","September, 2022",JHARKHAND,OUTGOING TO OTHER STATES,8132,219824,16908.1688
India,"Calendar Year (Jan - Dec), 2022","September, 2022",JHARKHAND,WITHIN-STATE,10042,576820,14484.063999999998
India,"Calendar Year (Jan - Dec), 2022","September, 2022",KARNATAKA,INCOMING FROM OTHER STATES,121176,2302708,86105.5367
India,"Calendar Year (Jan - Dec), 2022","September, 2022",KARNATAKA,OUTGOING TO OTHER STATES,55525,2411034,74214.2154
India,"Calendar Year (Jan - Dec), 2022","September, 2022",KARNATAKA,WITHIN-STATE,110211,5351846,95548.02029999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",KERALA,INCOMING FROM OTHER STATES,54881,670540,19018.1584
India,"Calendar Year (Jan - Dec), 2022","September, 2022",KERALA,OUTGOING TO OTHER STATES,16498,182667,9056.601999999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",KERALA,WITHIN-STATE,44188,1677379,23482.9201
India,"Calendar Year (Jan - Dec), 2022","September, 2022",LADAKH,INCOMING FROM OTHER STATES,1527,17512,575.0414
India,"Calendar Year (Jan - Dec), 2022","September, 2022",LADAKH,OUTGOING TO OTHER STATES,71,371,28.1691
India,"Calendar Year (Jan - Dec), 2022","September, 2022",LADAKH,WITHIN-STATE,102,1642,35.9856
India,"Calendar Year (Jan - Dec), 2022","September, 2022",LAKSHADWEEP,INCOMING FROM OTHER STATES,42,269,5.8492
India,"Calendar Year (Jan - Dec), 2022","September, 2022",LAKSHADWEEP,OUTGOING TO OTHER STATES,1,1,0.0194
India,"Calendar Year (Jan - Dec), 2022","September, 2022",LAKSHADWEEP,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MADHYA PRADESH,INCOMING FROM OTHER STATES,77927,1032613,34325.4413
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MADHYA PRADESH,OUTGOING TO OTHER STATES,22504,546491,25572.8121
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MADHYA PRADESH,WITHIN-STATE,24735,926201,18547.42
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MAHARASHTRA,INCOMING FROM OTHER STATES,216135,3489751,164829.3365
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MAHARASHTRA,OUTGOING TO OTHER STATES,118960,4826805,165638.5758
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MAHARASHTRA,WITHIN-STATE,150721,8198741,189172.7748
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MANIPUR,INCOMING FROM OTHER STATES,3112,48694,1000.2416000000001
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MANIPUR,OUTGOING TO OTHER STATES,166,1311,59.3838
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MANIPUR,WITHIN-STATE,132,4542,122.39309999999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MEGHALAYA,INCOMING FROM OTHER STATES,3911,52869,1142.6271000000002
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MEGHALAYA,OUTGOING TO OTHER STATES,513,30525,785.2845
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MEGHALAYA,WITHIN-STATE,431,17611,387.55440000000004
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MIZORAM,INCOMING FROM OTHER STATES,2122,31078,558.1018
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MIZORAM,OUTGOING TO OTHER STATES,87,456,36.5189
India,"Calendar Year (Jan - Dec), 2022","September, 2022",MIZORAM,WITHIN-STATE,69,1511,23.288
India,"Calendar Year (Jan - Dec), 2022","September, 2022",NAGALAND,INCOMING FROM OTHER STATES,2814,38969,678.6147
India,"Calendar Year (Jan - Dec), 2022","September, 2022",NAGALAND,OUTGOING TO OTHER STATES,315,4825,180.6783
India,"Calendar Year (Jan - Dec), 2022","September, 2022",NAGALAND,WITHIN-STATE,160,2217,95.2544
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ODISHA,INCOMING FROM OTHER STATES,35493,495125,24194.906000000003
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ODISHA,OUTGOING TO OTHER STATES,7047,267219,28756.4729
India,"Calendar Year (Jan - Dec), 2022","September, 2022",ODISHA,WITHIN-STATE,16637,997976,23363.756800000003
India,"Calendar Year (Jan - Dec), 2022","September, 2022",Other Territory,INCOMING FROM OTHER STATES,380,9808,2612.3321
India,"Calendar Year (Jan - Dec), 2022","September, 2022",Other Territory,OUTGOING TO OTHER STATES,33,2658,759.9083999999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",Other Territory,WITHIN-STATE,7,112,611.2976
India,"Calendar Year (Jan - Dec), 2022","September, 2022",PUDUCHERRY,INCOMING FROM OTHER STATES,5927,132530,3908.0844
India,"Calendar Year (Jan - Dec), 2022","September, 2022",PUDUCHERRY,OUTGOING TO OTHER STATES,2025,122473,4558.4104
India,"Calendar Year (Jan - Dec), 2022","September, 2022",PUDUCHERRY,WITHIN-STATE,1127,48474,1925.7564000000002
India,"Calendar Year (Jan - Dec), 2022","September, 2022",PUNJAB,INCOMING FROM OTHER STATES,74723,1111183,36092.171800000004
India,"Calendar Year (Jan - Dec), 2022","September, 2022",PUNJAB,OUTGOING TO OTHER STATES,54279,1243629,35748.849
India,"Calendar Year (Jan - Dec), 2022","September, 2022",PUNJAB,WITHIN-STATE,70418,2019690,49554.5507
India,"Calendar Year (Jan - Dec), 2022","September, 2022",RAJASTHAN,INCOMING FROM OTHER STATES,109242,1625788,56603.649900000004
India,"Calendar Year (Jan - Dec), 2022","September, 2022",RAJASTHAN,OUTGOING TO OTHER STATES,53928,1549221,45049.626299999996
India,"Calendar Year (Jan - Dec), 2022","September, 2022",RAJASTHAN,WITHIN-STATE,61259,1651349,41486.6143
India,"Calendar Year (Jan - Dec), 2022","September, 2022",SIKKIM,INCOMING FROM OTHER STATES,2975,65651,1242.9519
India,"Calendar Year (Jan - Dec), 2022","September, 2022",SIKKIM,OUTGOING TO OTHER STATES,228,7746,3131.466
India,"Calendar Year (Jan - Dec), 2022","September, 2022",SIKKIM,WITHIN-STATE,156,10419,221.335
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TAMIL NADU,INCOMING FROM OTHER STATES,125731,2650972,98366.2854
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TAMIL NADU,OUTGOING TO OTHER STATES,74517,2466016,98053.94789999998
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TAMIL NADU,WITHIN-STATE,105918,5869229,115797.18449999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TELANGANA,INCOMING FROM OTHER STATES,69096,1462652,49381.252
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TELANGANA,OUTGOING TO OTHER STATES,33192,854402,34995.4864
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TELANGANA,WITHIN-STATE,45311,2482904,44700.2441
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TRIPURA,INCOMING FROM OTHER STATES,4781,45516,1096.9197
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TRIPURA,OUTGOING TO OTHER STATES,497,3246,277.494
India,"Calendar Year (Jan - Dec), 2022","September, 2022",TRIPURA,WITHIN-STATE,1572,39981,759.6967999999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",UTTAR PRADESH,INCOMING FROM OTHER STATES,203805,3022787,98536.2928
India,"Calendar Year (Jan - Dec), 2022","September, 2022",UTTAR PRADESH,OUTGOING TO OTHER STATES,90564,1932936,80402.353
India,"Calendar Year (Jan - Dec), 2022","September, 2022",UTTAR PRADESH,WITHIN-STATE,131046,4114143,90368.52119999999
India,"Calendar Year (Jan - Dec), 2022","September, 2022",UTTARAKHAND,INCOMING FROM OTHER STATES,29399,573107,17745.014
India,"Calendar Year (Jan - Dec), 2022","September, 2022",UTTARAKHAND,OUTGOING TO OTHER STATES,9469,390968,20753.3389
India,"Calendar Year (Jan - Dec), 2022","September, 2022",UTTARAKHAND,WITHIN-STATE,13628,700884,13173.3183
India,"Calendar Year (Jan - Dec), 2022","September, 2022",WEST BENGAL,INCOMING FROM OTHER STATES,68185,1302401,51927.7976
India,"Calendar Year (Jan - Dec), 2022","September, 2022",WEST BENGAL,OUTGOING TO OTHER STATES,45999,1142572,45453.1587
India,"Calendar Year (Jan - Dec), 2022","September, 2022",WEST BENGAL,WITHIN-STATE,49536,2317225,59665.0318
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1118,12363,275.4992
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,86,383,45.8591
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ANDAMAN AND NICOBAR,WITHIN-STATE,53,1965,40.0969
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ANDHRA PRADESH,INCOMING FROM OTHER STATES,73652,1004438,40983.324700000005
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ANDHRA PRADESH,OUTGOING TO OTHER STATES,21431,475111,41683.9386
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ANDHRA PRADESH,WITHIN-STATE,34287,1889150,33741.1918
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,3422,39492,785.2507
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,232,1955,103.2604
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ARUNACHAL PRADESH,WITHIN-STATE,229,3763,89.41969999999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ASSAM,INCOMING FROM OTHER STATES,28491,410488,12988.2716
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ASSAM,OUTGOING TO OTHER STATES,10597,230153,8263.8851
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ASSAM,WITHIN-STATE,13449,548176,10592.3771
India,"Calendar Year (Jan - Dec), 2022","August, 2022",BIHAR,INCOMING FROM OTHER STATES,56449,724610,19505.811
India,"Calendar Year (Jan - Dec), 2022","August, 2022",BIHAR,OUTGOING TO OTHER STATES,8207,94600,3710.0705
India,"Calendar Year (Jan - Dec), 2022","August, 2022",BIHAR,WITHIN-STATE,8880,574181,11140.2199
India,"Calendar Year (Jan - Dec), 2022","August, 2022",CHANDIGARH,INCOMING FROM OTHER STATES,8728,138902,3014.8554
India,"Calendar Year (Jan - Dec), 2022","August, 2022",CHANDIGARH,OUTGOING TO OTHER STATES,5228,89155,1837.0230999999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",CHANDIGARH,WITHIN-STATE,2281,28425,462.45459999999997
India,"Calendar Year (Jan - Dec), 2022","August, 2022",CHHATTISGARH,INCOMING FROM OTHER STATES,24728,418513,17344.389
India,"Calendar Year (Jan - Dec), 2022","August, 2022",CHHATTISGARH,OUTGOING TO OTHER STATES,8146,162868,15875.3577
India,"Calendar Year (Jan - Dec), 2022","August, 2022",CHHATTISGARH,WITHIN-STATE,5840,254585,8835.5724
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,5387,187808,15469.5648
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,3823,453593,18706.5494
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DADRA AND NAGAR HAVELI,WITHIN-STATE,2945,128203,5350.626
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DAMAN AND DIU,INCOMING FROM OTHER STATES,19,51,1.4328999999999998
