Country,Year,Month,State/Ut Name,Type Of Supply,"E-Way Suppliers (UOM:Number), Scaling Factor:1","E-Way Bills (UOM:Number), Scaling Factor:1","Assessable Value (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DAMAN AND DIU,OUTGOING TO OTHER STATES,1,1,0.0077
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DELHI,INCOMING FROM OTHER STATES,130014,1976815,58254.5342
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DELHI,OUTGOING TO OTHER STATES,128128,1900201,48764.422699999996
India,"Calendar Year (Jan - Dec), 2022","August, 2022",DELHI,WITHIN-STATE,72080,1131368,36155.597200000004
India,"Calendar Year (Jan - Dec), 2022","August, 2022",GOA,INCOMING FROM OTHER STATES,7895,125128,4685.193
India,"Calendar Year (Jan - Dec), 2022","August, 2022",GOA,OUTGOING TO OTHER STATES,1713,68896,5654.4539
India,"Calendar Year (Jan - Dec), 2022","August, 2022",GOA,WITHIN-STATE,1923,102546,1938.2444
India,"Calendar Year (Jan - Dec), 2022","August, 2022",GUJARAT,INCOMING FROM OTHER STATES,139443,1912493,112756.91789999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",GUJARAT,OUTGOING TO OTHER STATES,136034,4203315,138013.9498
India,"Calendar Year (Jan - Dec), 2022","August, 2022",GUJARAT,WITHIN-STATE,152826,4417096,128887.12759999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",HARYANA,INCOMING FROM OTHER STATES,103891,2206970,86070.9492
India,"Calendar Year (Jan - Dec), 2022","August, 2022",HARYANA,OUTGOING TO OTHER STATES,65850,3667154,84568.6251
India,"Calendar Year (Jan - Dec), 2022","August, 2022",HARYANA,WITHIN-STATE,73812,3237646,61821.466799999995
India,"Calendar Year (Jan - Dec), 2022","August, 2022",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,22578,349331,11722.495700000001
India,"Calendar Year (Jan - Dec), 2022","August, 2022",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,5607,288359,13450.2401
India,"Calendar Year (Jan - Dec), 2022","August, 2022",HIMACHAL PRADESH,WITHIN-STATE,8842,310101,6746.2439
India,"Calendar Year (Jan - Dec), 2022","August, 2022",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,19550,207941,6972.2462
India,"Calendar Year (Jan - Dec), 2022","August, 2022",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3617,44896,3451.8131
India,"Calendar Year (Jan - Dec), 2022","August, 2022",JAMMU AND KASHMIR,WITHIN-STATE,6659,240884,4062.6841
India,"Calendar Year (Jan - Dec), 2022","August, 2022",JHARKHAND,INCOMING FROM OTHER STATES,27208,439832,18040.6352
India,"Calendar Year (Jan - Dec), 2022","August, 2022",JHARKHAND,OUTGOING TO OTHER STATES,7539,221237,17815.7727
India,"Calendar Year (Jan - Dec), 2022","August, 2022",JHARKHAND,WITHIN-STATE,9711,542602,13928.743999999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",KARNATAKA,INCOMING FROM OTHER STATES,118259,2095236,82228.1824
India,"Calendar Year (Jan - Dec), 2022","August, 2022",KARNATAKA,OUTGOING TO OTHER STATES,54328,2185853,67532.6287
India,"Calendar Year (Jan - Dec), 2022","August, 2022",KARNATAKA,WITHIN-STATE,107385,4868747,87676.8994
India,"Calendar Year (Jan - Dec), 2022","August, 2022",KERALA,INCOMING FROM OTHER STATES,60291,867211,23260.016099999997
India,"Calendar Year (Jan - Dec), 2022","August, 2022",KERALA,OUTGOING TO OTHER STATES,16797,185319,9295.3887
India,"Calendar Year (Jan - Dec), 2022","August, 2022",KERALA,WITHIN-STATE,46499,1991134,28794.487599999997
India,"Calendar Year (Jan - Dec), 2022","August, 2022",LADAKH,INCOMING FROM OTHER STATES,1518,17592,450.26849999999996
India,"Calendar Year (Jan - Dec), 2022","August, 2022",LADAKH,OUTGOING TO OTHER STATES,62,363,17.057000000000002
India,"Calendar Year (Jan - Dec), 2022","August, 2022",LADAKH,WITHIN-STATE,95,2084,38.3604
India,"Calendar Year (Jan - Dec), 2022","August, 2022",LAKSHADWEEP,INCOMING FROM OTHER STATES,35,273,4.1612
India,"Calendar Year (Jan - Dec), 2022","August, 2022",LAKSHADWEEP,OUTGOING TO OTHER STATES,0,0,0
India,"Calendar Year (Jan - Dec), 2022","August, 2022",LAKSHADWEEP,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MADHYA PRADESH,INCOMING FROM OTHER STATES,70795,894219,32116.8177
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MADHYA PRADESH,OUTGOING TO OTHER STATES,21181,492298,24655.0262
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MADHYA PRADESH,WITHIN-STATE,22921,841585,17058.4214
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MAHARASHTRA,INCOMING FROM OTHER STATES,206502,3175694,159329.4288
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MAHARASHTRA,OUTGOING TO OTHER STATES,116269,4350992,158221.0175
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MAHARASHTRA,WITHIN-STATE,147484,7929184,183933.07390000002
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MANIPUR,INCOMING FROM OTHER STATES,2958,47147,972.2437
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MANIPUR,OUTGOING TO OTHER STATES,171,1129,45.3543
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MANIPUR,WITHIN-STATE,136,4742,116.9066
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MEGHALAYA,INCOMING FROM OTHER STATES,3807,51288,1192.4208
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MEGHALAYA,OUTGOING TO OTHER STATES,486,33368,794.0255999999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MEGHALAYA,WITHIN-STATE,417,17133,353.0836
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MIZORAM,INCOMING FROM OTHER STATES,2090,31773,534.8503
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MIZORAM,OUTGOING TO OTHER STATES,92,494,38.745599999999996
India,"Calendar Year (Jan - Dec), 2022","August, 2022",MIZORAM,WITHIN-STATE,49,1992,29.708000000000002
India,"Calendar Year (Jan - Dec), 2022","August, 2022",NAGALAND,INCOMING FROM OTHER STATES,2657,39330,649.5897
India,"Calendar Year (Jan - Dec), 2022","August, 2022",NAGALAND,OUTGOING TO OTHER STATES,324,4956,170.4816
India,"Calendar Year (Jan - Dec), 2022","August, 2022",NAGALAND,WITHIN-STATE,162,2007,73.6342
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ODISHA,INCOMING FROM OTHER STATES,33264,430525,21245.368700000003
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ODISHA,OUTGOING TO OTHER STATES,6782,243810,31714.1334
India,"Calendar Year (Jan - Dec), 2022","August, 2022",ODISHA,WITHIN-STATE,15968,901429,21463.098700000002
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Other Territory,INCOMING FROM OTHER STATES,335,9841,2924.3955
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Other Territory,OUTGOING TO OTHER STATES,27,2470,770.4228999999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Other Territory,WITHIN-STATE,7,71,80.3417
India,"Calendar Year (Jan - Dec), 2022","August, 2022",PUDUCHERRY,INCOMING FROM OTHER STATES,5790,121392,3667.236
India,"Calendar Year (Jan - Dec), 2022","August, 2022",PUDUCHERRY,OUTGOING TO OTHER STATES,1992,117096,3949.1663
India,"Calendar Year (Jan - Dec), 2022","August, 2022",PUDUCHERRY,WITHIN-STATE,1117,46089,1921.9233
India,"Calendar Year (Jan - Dec), 2022","August, 2022",PUNJAB,INCOMING FROM OTHER STATES,71147,1016253,35516.8691
India,"Calendar Year (Jan - Dec), 2022","August, 2022",PUNJAB,OUTGOING TO OTHER STATES,51268,1070023,33967.3254
India,"Calendar Year (Jan - Dec), 2022","August, 2022",PUNJAB,WITHIN-STATE,67681,1948329,49314.8712
India,"Calendar Year (Jan - Dec), 2022","August, 2022",RAJASTHAN,INCOMING FROM OTHER STATES,98099,1384372,53660.698300000004
India,"Calendar Year (Jan - Dec), 2022","August, 2022",RAJASTHAN,OUTGOING TO OTHER STATES,51551,1405270,42696.17860000001
India,"Calendar Year (Jan - Dec), 2022","August, 2022",RAJASTHAN,WITHIN-STATE,57969,1485553,38149.5377
India,"Calendar Year (Jan - Dec), 2022","August, 2022",SIKKIM,INCOMING FROM OTHER STATES,1952,38910,1175.5955999999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",SIKKIM,OUTGOING TO OTHER STATES,195,7618,3295.2171000000003
India,"Calendar Year (Jan - Dec), 2022","August, 2022",SIKKIM,WITHIN-STATE,154,10274,227.92430000000002
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TAMIL NADU,INCOMING FROM OTHER STATES,120327,2253200,93238.373
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TAMIL NADU,OUTGOING TO OTHER STATES,74620,2507733,92953.7114
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TAMIL NADU,WITHIN-STATE,103815,5561871,111428.07269999999
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TELANGANA,INCOMING FROM OTHER STATES,66350,1337275,47407.9587
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TELANGANA,OUTGOING TO OTHER STATES,32472,793655,31617.8056
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TELANGANA,WITHIN-STATE,44161,2422627,42059.176100000004
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TRIPURA,INCOMING FROM OTHER STATES,4869,50014,1119.7014
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TRIPURA,OUTGOING TO OTHER STATES,502,3522,326.7716
India,"Calendar Year (Jan - Dec), 2022","August, 2022",TRIPURA,WITHIN-STATE,1536,41208,784.0928
India,"Calendar Year (Jan - Dec), 2022","August, 2022",UTTAR PRADESH,INCOMING FROM OTHER STATES,186453,2499604,94609.8107
India,"Calendar Year (Jan - Dec), 2022","August, 2022",UTTAR PRADESH,OUTGOING TO OTHER STATES,86960,1769146,74067.1742
India,"Calendar Year (Jan - Dec), 2022","August, 2022",UTTAR PRADESH,WITHIN-STATE,126130,3901351,84679.19210000001
India,"Calendar Year (Jan - Dec), 2022","August, 2022",UTTARAKHAND,INCOMING FROM OTHER STATES,27204,522135,16839.9964
India,"Calendar Year (Jan - Dec), 2022","August, 2022",UTTARAKHAND,OUTGOING TO OTHER STATES,9205,390823,20778.4391
India,"Calendar Year (Jan - Dec), 2022","August, 2022",UTTARAKHAND,WITHIN-STATE,13427,678127,11413.827800000001
India,"Calendar Year (Jan - Dec), 2022","August, 2022",WEST BENGAL,INCOMING FROM OTHER STATES,68346,1341476,53353.9802
India,"Calendar Year (Jan - Dec), 2022","August, 2022",WEST BENGAL,OUTGOING TO OTHER STATES,43584,969876,43615.6291
India,"Calendar Year (Jan - Dec), 2022","August, 2022",WEST BENGAL,WITHIN-STATE,48794,2207127,57460.241799999996
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1053,11060,257.7652
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,74,422,44.0358
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ANDAMAN AND NICOBAR,WITHIN-STATE,55,1974,35.248200000000004
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ANDHRA PRADESH,INCOMING FROM OTHER STATES,73859,1032669,41719.3957
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ANDHRA PRADESH,OUTGOING TO OTHER STATES,21419,476914,42421.0111
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ANDHRA PRADESH,WITHIN-STATE,34734,1824267,33423.9444
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,3340,38876,784.6475999999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,230,1594,90.7993
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ARUNACHAL PRADESH,WITHIN-STATE,209,3423,62.312
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ASSAM,INCOMING FROM OTHER STATES,25504,333204,11183.8179
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ASSAM,OUTGOING TO OTHER STATES,10519,226571,7608.8166
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ASSAM,WITHIN-STATE,13091,520286,9763.1289
India,"Calendar Year (Jan - Dec), 2022","July, 2022",BIHAR,INCOMING FROM OTHER STATES,54324,586077,18687.1047
India,"Calendar Year (Jan - Dec), 2022","July, 2022",BIHAR,OUTGOING TO OTHER STATES,8291,95434,3595.6512
India,"Calendar Year (Jan - Dec), 2022","July, 2022",BIHAR,WITHIN-STATE,8699,583417,11404.791000000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",CHANDIGARH,INCOMING FROM OTHER STATES,8622,131743,2887.657
India,"Calendar Year (Jan - Dec), 2022","July, 2022",CHANDIGARH,OUTGOING TO OTHER STATES,5096,89470,1795.3716
India,"Calendar Year (Jan - Dec), 2022","July, 2022",CHANDIGARH,WITHIN-STATE,2302,28244,438.5373
India,"Calendar Year (Jan - Dec), 2022","July, 2022",CHHATTISGARH,INCOMING FROM OTHER STATES,24921,400326,17151.591200000003
India,"Calendar Year (Jan - Dec), 2022","July, 2022",CHHATTISGARH,OUTGOING TO OTHER STATES,8018,167476,16637.525
India,"Calendar Year (Jan - Dec), 2022","July, 2022",CHHATTISGARH,WITHIN-STATE,5995,263003,8835.627700000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,5299,184400,15676.6607
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,3788,430258,18299.5241
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DADRA AND NAGAR HAVELI,WITHIN-STATE,2905,124950,5304.376700000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DAMAN AND DIU,INCOMING FROM OTHER STATES,22,56,1.7368999999999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DAMAN AND DIU,OUTGOING TO OTHER STATES,2,4,0.0415
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DELHI,INCOMING FROM OTHER STATES,127570,1806209,55386.2509
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DELHI,OUTGOING TO OTHER STATES,125806,1794377,47596.2534
India,"Calendar Year (Jan - Dec), 2022","July, 2022",DELHI,WITHIN-STATE,70769,1098207,35024.5648
India,"Calendar Year (Jan - Dec), 2022","July, 2022",GOA,INCOMING FROM OTHER STATES,7410,121168,7098.5514
India,"Calendar Year (Jan - Dec), 2022","July, 2022",GOA,OUTGOING TO OTHER STATES,1678,67400,5596.6622
India,"Calendar Year (Jan - Dec), 2022","July, 2022",GOA,WITHIN-STATE,1863,90369,1794.7298999999998
India,"Calendar Year (Jan - Dec), 2022","July, 2022",GUJARAT,INCOMING FROM OTHER STATES,138973,1936831,110200.86349999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",GUJARAT,OUTGOING TO OTHER STATES,135601,3914087,137222.2892
India,"Calendar Year (Jan - Dec), 2022","July, 2022",GUJARAT,WITHIN-STATE,153736,4419092,132996.9423
India,"Calendar Year (Jan - Dec), 2022","July, 2022",HARYANA,INCOMING FROM OTHER STATES,102388,2218882,81181.50200000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",HARYANA,OUTGOING TO OTHER STATES,64995,3593723,83746.8375
India,"Calendar Year (Jan - Dec), 2022","July, 2022",HARYANA,WITHIN-STATE,72404,3269765,62139.86059999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,22881,350892,11927.8457
India,"Calendar Year (Jan - Dec), 2022","July, 2022",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,5574,289426,13314.233799999998
India,"Calendar Year (Jan - Dec), 2022","July, 2022",HIMACHAL PRADESH,WITHIN-STATE,8914,313043,6738.060699999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,19522,203864,7209.3258
India,"Calendar Year (Jan - Dec), 2022","July, 2022",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3452,43406,3501.5209999999997
India,"Calendar Year (Jan - Dec), 2022","July, 2022",JAMMU AND KASHMIR,WITHIN-STATE,6353,225502,3947.2827
India,"Calendar Year (Jan - Dec), 2022","July, 2022",JHARKHAND,INCOMING FROM OTHER STATES,26909,385642,18054.5382
India,"Calendar Year (Jan - Dec), 2022","July, 2022",JHARKHAND,OUTGOING TO OTHER STATES,7505,222986,18088.5774
India,"Calendar Year (Jan - Dec), 2022","July, 2022",JHARKHAND,WITHIN-STATE,9644,573416,14400.4784
India,"Calendar Year (Jan - Dec), 2022","July, 2022",KARNATAKA,INCOMING FROM OTHER STATES,116963,2058711,81951.2923
India,"Calendar Year (Jan - Dec), 2022","July, 2022",KARNATAKA,OUTGOING TO OTHER STATES,53944,2199936,67544.2604
India,"Calendar Year (Jan - Dec), 2022","July, 2022",KARNATAKA,WITHIN-STATE,106793,4800178,85213.36480000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",KERALA,INCOMING FROM OTHER STATES,56900,802572,21579.9787
India,"Calendar Year (Jan - Dec), 2022","July, 2022",KERALA,OUTGOING TO OTHER STATES,16096,183290,8725.4661
India,"Calendar Year (Jan - Dec), 2022","July, 2022",KERALA,WITHIN-STATE,44362,1689973,24679.4306
India,"Calendar Year (Jan - Dec), 2022","July, 2022",LADAKH,INCOMING FROM OTHER STATES,1532,18047,519.6127
India,"Calendar Year (Jan - Dec), 2022","July, 2022",LADAKH,OUTGOING TO OTHER STATES,54,349,16.8271
India,"Calendar Year (Jan - Dec), 2022","July, 2022",LADAKH,WITHIN-STATE,88,2130,48.448299999999996
India,"Calendar Year (Jan - Dec), 2022","July, 2022",LAKSHADWEEP,INCOMING FROM OTHER STATES,40,270,7.223400000000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",LAKSHADWEEP,OUTGOING TO OTHER STATES,1,3,0.050300000000000004
India,"Calendar Year (Jan - Dec), 2022","July, 2022",LAKSHADWEEP,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MADHYA PRADESH,INCOMING FROM OTHER STATES,71739,944410,32703.4817
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MADHYA PRADESH,OUTGOING TO OTHER STATES,21348,477096,24965.6482
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MADHYA PRADESH,WITHIN-STATE,22742,905058,18272.4826
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MAHARASHTRA,INCOMING FROM OTHER STATES,201163,2983960,157795.7462
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MAHARASHTRA,OUTGOING TO OTHER STATES,114760,4265113,151928.8095
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MAHARASHTRA,WITHIN-STATE,144297,7619951,176753.2336
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MANIPUR,INCOMING FROM OTHER STATES,2918,46191,866.4924000000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MANIPUR,OUTGOING TO OTHER STATES,146,1137,43.6166
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MANIPUR,WITHIN-STATE,120,4094,115.05239999999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MEGHALAYA,INCOMING FROM OTHER STATES,3671,47150,1080.1893
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MEGHALAYA,OUTGOING TO OTHER STATES,470,30103,714.4634
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MEGHALAYA,WITHIN-STATE,435,15646,347.5833
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MIZORAM,INCOMING FROM OTHER STATES,2085,32445,558.9536
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MIZORAM,OUTGOING TO OTHER STATES,92,507,39.2205
India,"Calendar Year (Jan - Dec), 2022","July, 2022",MIZORAM,WITHIN-STATE,49,1066,20.9967
India,"Calendar Year (Jan - Dec), 2022","July, 2022",NAGALAND,INCOMING FROM OTHER STATES,2631,38018,594.8178
India,"Calendar Year (Jan - Dec), 2022","July, 2022",NAGALAND,OUTGOING TO OTHER STATES,294,4553,159.7262
India,"Calendar Year (Jan - Dec), 2022","July, 2022",NAGALAND,WITHIN-STATE,149,1781,72.95020000000001
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ODISHA,INCOMING FROM OTHER STATES,32571,404499,21399.7555
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ODISHA,OUTGOING TO OTHER STATES,6906,231657,30029.7928
India,"Calendar Year (Jan - Dec), 2022","July, 2022",ODISHA,WITHIN-STATE,15910,926861,22639.601899999998
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Other Territory,INCOMING FROM OTHER STATES,292,10483,2472.7083
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Other Territory,OUTGOING TO OTHER STATES,31,2394,738.8807
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Other Territory,WITHIN-STATE,7,86,68.729
India,"Calendar Year (Jan - Dec), 2022","July, 2022",PUDUCHERRY,INCOMING FROM OTHER STATES,5713,119897,3803.3271999999997
India,"Calendar Year (Jan - Dec), 2022","July, 2022",PUDUCHERRY,OUTGOING TO OTHER STATES,2009,117125,4138.6082
India,"Calendar Year (Jan - Dec), 2022","July, 2022",PUDUCHERRY,WITHIN-STATE,1086,46007,1949.0409
India,"Calendar Year (Jan - Dec), 2022","July, 2022",PUNJAB,INCOMING FROM OTHER STATES,69406,941604,34216.6579
India,"Calendar Year (Jan - Dec), 2022","July, 2022",PUNJAB,OUTGOING TO OTHER STATES,49017,966856,32798.372
India,"Calendar Year (Jan - Dec), 2022","July, 2022",PUNJAB,WITHIN-STATE,64690,1828394,46133.3076
India,"Calendar Year (Jan - Dec), 2022","July, 2022",RAJASTHAN,INCOMING FROM OTHER STATES,98576,1356256,51575.2886
India,"Calendar Year (Jan - Dec), 2022","July, 2022",RAJASTHAN,OUTGOING TO OTHER STATES,51582,1338710,42314.46599999999
India,"Calendar Year (Jan - Dec), 2022","July, 2022",RAJASTHAN,WITHIN-STATE,58155,1493407,37487.6755
India,"Calendar Year (Jan - Dec), 2022","July, 2022",SIKKIM,INCOMING FROM OTHER STATES,1877,36025,1184.7085
